label_bullying	text_message
1	 Wow...so you bought what's fashionable at...gay biker bars!!!  Congrats!!!  :-)
1	yeah u are!! Asian ass  embrace it
1	so  when he laughs & comes down the chimney  does he say  "Whore! Whore! Whore!" and shake like a bowl full of jelly???
1	How would you fancy being Jeff's resident bitch? Just his pet  he can take you out for walk and stuff. Straighten your hair...
1	You clearly said "Would I have to fuck anyone"
1	Lol. Ur a bitch. I've done Hondurans and Chileans  and I don't need some closet gay Peruvian dressing better than I do!
1	2008 is over? Damn  what'd I miss! I quit keeping track of years after 'Buffy' went of the air...
1	that's why I hate them. "Oooops  why don't I go this way and destroy your whole story. Or maybe ill refuse to say anything."
1	Damn cat. She snuck into Aidan's CRIB (1st time) he woke screaming - went in - he was squeezing her & she was kicking his tummy.
1	(cont) I say  the whole sheet costs $8.40... buy one of each and get the fuck out of my way!
1	yes  you remember me trying to keep *MY* lashes on for the awards this year- never fucking wearing those damn things AGAIN
1	Called in gay? LMAO!
1	this isn't hate  this is survival for the eagles. stompin the giants alone won't get us in the playoffs. the cowgurls gotta lose
1	the lox "f**k you " "keep it thoro" prodigy  "we run this" fat joe  "i come thru" styles and nore  "broken language" smooth
1	you sir  are an ass. ;)
1	I never really thought about it  but I nearly always eat a big-ass plate of spaghetti and watch Goodfellas on Christmas eve
1	 ARE YOU KIDDING ME?! Quick! Forget the prenup! Get lo-jack implanted in the new wife instead! I think he's an ass.
1	that's weird  because I hate them the second time I see them.  First time is ok but they get old quick.
1	because the sandman is being a punk ass ho...
1	We just call that "whiskey dick."
1	lol just rhyming  gay i know
1	i'm glad someone is teaching that 3-year-old how to "slap dat ass" :)
1	yeah but zro rly is the eMo city don
1	Then you should make fun of her for not looking at your ass.
1	i second that. i hate banks
1	She can bust her ass on stage and GAIN fans  You gotta love her.
1	 @Dave_Malby acting as Colfax Chick's agent! After 100 followers I will make sure to get her ass down here and tweet with everyone
1	The fail whale was shown when twitter went down. It was a whale being lifted by birds.
1	dont hate too hard!  it hasn't been very warm here lately!
1	fuck right
1	omg! what are you in the mood for.. i crock pot my ass off!
1	ooh im sorry my non celibate ass mourns for ur celibacy and it sorry demise my condolences http://twurl.nl/a16z8c
1	damn kid...condolences homie http://twurl.nl/i3pwps
1	I never took you for a sore (at least for the players getting kicked in the goolies) loser LOL
1	@derekbender It takes a real scumbag to steal from a community. Whoever stole the foosball table can bet I will fuck you up.
1	did you come up with the "server-hugger" moniker  or what some other wise-ass?
1	Pains in the ass cause that twitch!!! I am telling ya
1	horrified mum can squlor (he hasnt been gone long enough) Im a chiness pig its what we do riding this till the end of 2008
1	"Big Ass" was this past weekend and went well  #2 (Last Minute Maul) is this weekend.
1	you need some sort of ... ass whoopin...
1	im not that crippled  in gym we were laying on our stomachs and some fat kid landed on my upright foot and it hurts like a mofo
1	that  and "I'm not gay" aw I miss bonez.  I hope he's not in prison.
1	- you are a man of action. great work Daniel. don't forget to record your fat loss seminar!
1	not really; i think i named all of them  which kind of sucks.
1	I thought Emo's don't "squeeee". I thought it was more of moan
1	18 fuckin children. damn....
1	he was given one extra ticket from a coworker so henceforth my ass stays here.
1	I'm sick of this bitch. He's wrecked enough of my life and I want him gone.
1	I STILL HATE YOU.
1	sucks for you
1	yeah cuz his show was on some wack ass arsenio for sports type shit  they need him in a jim rome type setting
1	was that a racial comment? on it's going down!! bitch!
1	your mom/dad hate my monroe :(!!!!
1	yeah dat bitch stabbed me in my eye when I was trying to hit the snooze buttone this morning
1	Damn Danica! I know BK went hard  but shiit...we evoke tears  too? Lol
1	I hate 2 sound like a nigga but...will there be food? Lol
1	:(( @ tweet tweet you cookie crumble ass nigga
1	his haircut look like them fast ass Black Beetles on Super Mario Bros.
1	WHAT THE FUCK?! WHY?! Do they have fucking brains?!
1	I would have done it by now tbh. I have no words except just WHAT THE SHITTING FUCK ARE THEY THINKING!
1	in time for when I travel and the train company still refused to let me travel. The fucking wankers.
1	i fucking hate when free 70$ cheques just up and think they can walk away
1	Get Shit Done Day is almost over  fuck it  you should come
1	fuck em!
1	Thats what my aunt says. Still TMI. lol What are u watchin wit fat folks on it?
1	*throws all 52 dollars in my pocket at you* Let me hit the MAC. Ill be RIGHT back. Hold that pose *forgets pin number* FUCK!
1	"loser"?
1	ok  I had to say cock-blocked cuz  you know  it's a rooster. But apparently favrd doesn't like me
1	there was no fucking egg nog at the store i got a low fat chocolate milk fuck this bullshit
1	Retard. Section E is?
1	you need to work in that department so you can clean your smelly ass.
1	I can guess  smelly slut.
1	bitch you wanna go? Ill kick your ass
1	whoa be nice guys.. Whats all this FOOL and LOSER talk?
1	wow.. Thats how people get fat haha
1	I'm keeping it now *just* to piss you off. hehehe
1	Or  he's just sick of hearing me bitch about the cold and doesn't know what else to get me. I like your theory better  lol.
1	oic but what do you want sir? Did I get you a book on conspiracies and shit already? Yes I did hmmmm fuck thinks
1	I would be saying the same damn thing about you. LMAO idc if I know you I'd be like see that ridiculous bitch? RI-DIC-U-LOUS
1	wristband is shipping can they put those assclowns in the mail next to be delivered to an ass whoopin?
1	the day after christmas and not yet :/ so I will be there early sigh fuck my life
1	And I want a mansion in the countryside  a motorcycle  two cars  wife  kid  dog and a big fat wallet that says bad motherfucker.
1	fuck Dreamhost. that is all.
1	Ooh  You mean Whooty's = "Wht grls w/ bootys". LOL! my lil bro put me on to that corny ass saying.
1	dude  fucking seriously  you watched hella  now pay or wait an hour. bull shit. I want Stage 6 back!
1	Gay!
1	grab that... It's yours  bitch!
1	Okay  now we've established that  would you go gay for $7?
1	gay people have just as much of a right to be as miserable as straight people! ;)
1	In Ala-God-Damn-Bama  that would be Bidness Skool  right?
1	att is run by the devil  i hate them
1	#NAME?
1	Damn............I guess he has a life :(   hahahahahha
1	Did you just call me a bitch?  You're still upset because @CatalinaLoves is moving in on your bitch.
1	you should start obsessing over him it might freak the delivery guy out.
1	"HOLY FUCKING SHIT THIS IS A RIP OFF OF "foolin'" BY DEF LEPPARD HAHAHAHAHAHAHhaahahhahaa fucking gay"
1	lots of ppl i know hate the song. was spreading it around & most ppl ask me whats wrong with me hehe. i think its so fantastic.
1	Fuck dude  you manage to do this every week!
1	yes.. flickr upload photo its sucks on eventbox.. huhuhu *tooos* gw juga gak make digg sama pownce
1	I almost punched her vagina into the new year... grrr she was a cunt bag. How is your trip going?
1	lets just hope i dont kick any ass. im in a violent mood.
1	yey for drunkenness! fuck drunk dialing or drunk texting! its all about the drunk tweeting!
1	hehe its all good. my drunken ass is moving off of twirl and to the crack...berry that is.  :) feel free to txt me yo. 3204694136
1	I hate when I text somebody and they immediately call me.  Hey fuckface  if I wanted to hear your ugly voice I would have called you!
1	did i jus get a reply from an emo asian!? CRAZY!
1	and yes.  true life "i have tourettes" is genius.  so is "i went to fat camp".  lmaooooooo
1	aliea you better stay away from jesse james joplin the third!!!!!!!!  i don't give a fuck  bitch
1	get on messenger already whore.
1	I just assumed when you said "meet" you mean suck his dick  cuz that's what you do when you go to "meet" people.
1	no im just fucking pissed at shit
1	Fuck that shit. She wasn't even right about the older men I was hitting on.
1	LIKE YOU HATE A HUNDRED DOLLAR TIP. the other strippers must be SO JELLY. JAAAAY KAAAAAYYYYYY
1	OMFG. I JUST FIGURED OUT THAT @SHIT. AND MY FIRM'S IT GUY TRIED TO GET ME INTO CHUCK. IT'S REALLY NERD-O.
1	I wouldn't with ur dick! Now u owe me one!
1	like I said  I wouldn't even do it with your dick!
1	my dad started all this bullshit with my fam. He's such a fucking dumbass.
1	why do i imagine gouthami in police dress kannu adchifying and asking u for a lift! damn  i must stop these perverted thoughts!!!
1	lock it  yank his rights on both his accounts.  He's been a little bitch lately and I'm sick of it.
1	Then Clive is a total pussy and after reading his Dominion shit I do not believe that. Oh Clive so many missteps.
1	fuck you
1	Maybe you should get your dick out of your ear next time I'm explaining them to you!!
1	Nerd.
1	congrats on the Entrepreneur.com plug for Your Pitch Sucks http://bit.ly/pS0M !
1	yo I will nerd out on this shit all day!
1	dude ur wack ass better be playin at medium or above cuz u need to step up ur game if u wanna challenge a rock god such as myself
1	fuck outta here - for reals?
1	I LOVE how that statement was misconstrued as GAY!!!!
1	LOL!!! VIOLATOR IS THE TRUTH!!! HATE THEM AND U MUST HATE URSELF!!!
1	You're soft...Dude ran our country into the ground with no shame whatsoever...People need to be throwing boots  fuck a shoe...
1	Damn homie...I've got a comfy ass couch at my spot & zimbabwe that puts NYC to shame...You should have hit me up...
1	Fuck that  boo the DJs who don't play Che..Dude has at least 5 songs every DJ should be playin HEAVILY...DJs need to stop slackin.
1	Fuck a serato record  I was worried about my windows crackin..lol..I can live w/o a serato record  I don't have a backup window.
1	I think Bangladesh did "What's Your Fantasy"  and fuck what   anyone says  that song is a JAM...can't front on it...
1	grown ass kid lol
1	hate it all you want but its a hit record. And Jumpin Out the Window is by Ron Browz. I know its gotta be hot in NY.
1	women lie too. I know a bitch who was pimping herself out on craigslist. Yes  craigslist. I didn't believe it till that email.
1	Bitch I will cut you! @strong_bow Whatever happened to just smoking weed? @inject Because it makes us feel so good.
1	beat that bitch with a bat
1	biiiiiishop! - fuck u want? - yo ass punk...
1	yo Zee  you keep your hair tighter than frog ass.
1	if you don't know who i am  why follow me? get a fucking life and stop bitching about the past
1	NOONONOONONNNOONONNONONONOONON cock mongler..... you didn't eve nstraighten it...
1	I think i done bounced half my ass off LOL
1	yo freak "sarath freak"
1	I nominate @jcroft for a Shorty Award in #down-ass-bitches because she totally is one.
1	sucks man.
1	totally agree dude. Pushed carts at Safeway for 2yrs in hs  people are fucking retarded
1	Love hate?
1	Reminds me of another apt metaphor (Northerners say "fuck you" to mean "how nice"; Southerners say "how nice" to mean "fuck you").
1	That's just one of many examples of Superman being a dick. http://tinyurl.com/5sgv8c
1	"run over my a Hyundai and ass raped by Clay Aiken." I would so prefer it the other way around.
1	well... the giant carts slamming into your ass isn't SOOO bad. But the sample hogs are pretty gross.
1	@alwaysgayalways You both need to watch/rewatch it. But more to sate your nerd jones than your gay-wadishness.
1	you'll be a a monit-whore.
1	i hate you
1	ohh damn bummer
1	ohh everytime I see that nasty ass husband  wants me to beat the shit outta him
1	lmao!!! seriously and I live in the middle of BFE!! Will you combat being a glow stick or let winter be a bitch?
1	haha naw pink fuck that! You just know what you want  and I feel you. whoo-hoo! lmao!!
1	no flash?  how good is the "low light setting" on cameraphones these days?  it pretty much sucks on my Tilt.
1	They beeped out "cock" .. eh gad! What do they do with vera on corination street with here "Coming to the rovers cock?"
1	Loser! Are you back for Chrimbo or staying out there?
1	you need to get rid of that game"COCK" you have running the team. Guy is a worthless crybaby  just like all UF staff/players
1	Holy shit just looking at that list pisses me off. Why the fuck are the Jonas Brothers on there?
1	trade secret ... it's an animated gif. Woke up REALLY early  couldn't sleep. My mind said  let's freak out @CalamityJen more.
1	I promise it'll go away as soon as @CalamityJen wakes up and kicks my ass.
1	I know... I would like to find out if I am right... wow... I need to shut the fuck up...
1	No can do  Maria. I'm going out alone. Don't stress about your shitty wombat friend. He sounds like a loser. Get some sleep.
1	haha. word. i'm having a glass of wine and retooling my erotica blog project. if i'm gonna be all emo i may as well channel it
1	booooooo! i have some hot- ass mushroom stock if you wanna come get it after work
1	amazingly  i have yet to hit the one down the street with a molotov & scream "fuck the police" while doing so.
1	My sis made me think @ your "Femmes & Fags" blog..she is a total boi but so extra that you would think she was a fag. lol
1	Damn  you mean I could have been rescued last night? Well fuck.
1	lmao ikr. I knew you would hate it. I couldn't watch it without laughing hysterically
1	@nannon_x who the fuck is charles? yoooooooooouuuuuuuuuuuu
1	coz it is attended by a lot of FAT people. You don't want me to show you the pics  do you? Oh  you were in it too!
1	No  but "Listening to Deathcab for Cutie while missing Burning man staff party...etc" would have been way emo.
1	you can have my dick. Its delicious
1	Dig him up? Fuck that - I'm picturing next years Halloween costume already!
1	I hate stupid people.
1	Is like putting Lipstick on a Pig!  You were perogued! LIVE WITH IT! #canadawest
1	lol :-) I just hate that designers alwaysthink THEY know best and likewise other people are clueless. It's insulting
1	yo i can kick yall ass for that synth in the begining..GOOD SHIT!!!
1	Lemme make fun of you for crying at a dog movie for Pete's sake. Nerd.
1	damn  that is pimp!
1	heh and then u yell "HOLY SHIT IM FAT"
1	HOLY FUCK!
1	cuz montana sucks?
1	your mom sucks  BITACH!
1	TWITTER SLUT!
1	fine! i'll stop!! Quit stompin' my cock!
1	my bleeping employment agency f***ed up my pay *again*. Didn't come on 24 Dec. Now have to wait until 2 Jan. I hate temping
1	Well  at least a swift kick in the ass. But  yeah  I take issue with some of these retarded names parents give their kids.
1	Oh  come ON... 1/10?  That is fucking ridiculous... that's what you give a movie like Love Guru or one shot on a fucking celphone.
1	Why does CHUD hate kids so much? 10 years from now  they're your readers!
1	i think that means ur gay. or a child predator.
1	art IS easy. who the fuck gives A+s?
1	bitch  hurry up!
1	lick on these nuts and suck the dick.
1	Drake.  He knows his mother was a bitch.
1	whatever you do just don't roll your eyes. they hate that. those peaceful scenes fly out their heads and they WILL b-slap you!
1	It's gay as fuck? I wasn't aware fuck could be gay? Why are you cussing?
1	the cock is just a figure head on favrd
1	what's gay about a sausage squirting at you?
1	Fake ass Left Eye.
1	Is "heavy hitler" sort of like "fat elvis"?
1	get drumk bitch!
1	I really hate bailing these guys out! They treat everyone like crap!
1	didja punch a bitch?
1	oh...and I wasn't just calling you a poser either :) http://is.gd/ed5v
1	don't get all emo about that ;)
1	Fucking tell me about it... So much for protecting the investors eh?
1	this pastor is a homophobic racist person who compares gay people to pedophiles. THIS IS NOT THE 1900S
1	OMG! cute emo cow! that would be acceptable! and the cow wouldn't mind the blood drinking...
1	I totally forgot Affliction!!!' fuck outta here!! I got ur tribal tattoo right here!!!!!!!!
1	U can be a freak and not like girls.
1	I'm more into shows like Dave Chapelle...I fuckin can't believe he flipped out and didn't do anymore..fuckin sucks.
1	i had to... i deleted the annoying bitch. she kept making me puke in my mouth
1	bitch what ? hahaha. j/k.
1	a recovering emo blogger...in the voice of andre 3000 "don't do it  reconsider  read some liter ature on the subject"
1	uh bitch wtf is that suppose to mean?
1	 yea you'll fuck around and get that ASS tapped tomorrow u keep talking reckless like you are doing
1	"'Cause I hate that you breathe  I see you duck  you little punk  you little fucking disease." -- all of my favorite words...
1	Reminds me of this Turkish guy I went to school with. A-hole. Everyone thought it was cultural. It wasn't. He was just a dick.
1	Two nerds enter  one nerd leaves!
1	no wonder you laughin'  i'm supposed to stay away from yo' ass.
1	goddamn it kj...fuck you 74 times http://tinyurl.com/6q8olq
1	goddamn it kj...fuck you 49 times http://tinyurl.com/5mq4sq
1	goddamn it kj...fuck you 58 times http://tinyurl.com/59blcl
1	goddamn it kj...fuck you 29 times http://tinyurl.com/6pey6r
1	goddamn it kj...fuck you 10 times http://tinyurl.com/5nv2tl
1	no fucking lie  lol everywhere i go...twitter myspace i see you... you were on 1 of my homies page!
1	ah  yeah but i was referring to the knives in your hand and the "holes' in the knife block YOU PERV!  Damn Lawyers !
1	that's happened to me twice in the past 4 months. Pain in the ass. Much.
1	Aw  I know  I was just being emo haha.  It's been a LONG week on a lot of levels.  ha.  Let's do something fun tonight!
1	who the fuck is bur`li?
1	Holy  fuck. That was amazing! I'm retweeting that sucker now!
1	fuck apparently i 4got that no homo part  guess i said that with a lot of homo
1	Clearly. Decepticonian bitch. Or at least incomprehensible. We shall steal her bras!
1	maybe he just has a dig cock to match the free weaponry he got to attack the defenceless...oops I mean 'defend' his country
1	fuck you dom
1	*watches than throws up* Man  that's was sick as fuck! A glass jar?!?
1	THINK??? You THINK they are gay??? REALLY???? Have you watched the show???? and you THINK????
1	just use water  loser.
1	don't fuck with Fiat
1	oh  well yeah  I hate the elderly too.
1	I don't care about leakage. Fuck the person sitting next to me in coach. (actually I do care)
1	I hate to point this out  but didn't you call Death Race awesome? DR will make my bottom 10 list w/o a doubt.
1	you are GAY!!!!!
1	DOG... ONE OF THEM WILL SOON CATCH YOU SLIPPING! THEY'LL PULL A GEORGE CASTANZA ON YOUR ASS THEN NEXT THING YOU KNOW  UR MARIED
1	way to fuck up a perfect opportunity to call yourself Z-Co!!!!
1	i've yet to be impressed with anything from his mouth. He was pissed I wouldn't drive from coweta to pick his drunk ass up
1	the fuck shit is this? people died for less. lol
1	am deleting all that bell-end Pineapples comments - so he keeps posting more. Cunt.
1	thanks  the nerd in me is overjoyed
1	want me to cut a bitch for ya?
1	it totally sucks!!!  i had to call the stores with the fraudulent charges  filed a police report  sign a notarized affidavit
1	shut your ass up I did....they got me though
1	don't hate pussy ass nigga....u suck dick n balls n ur on the bottom of the MSFB list
1	leave u with this....at least my dick still on my body unlike your stacy bump STD ass
1	omg srsy?? I loved ami  kat would always piss me off. She was always mad for no reason.
1	aww that's awful!! XD I loved the art  and watching them all freak out. I hated the asian dude  he was a dmbass.
1	wow emo... Ik ben benieuwd...
1	There are two types of people in the world: those using "lol" ironically  and those that are fucking twats who deserve to die.
1	A Snuggie to be burned? What kind of sick traditional blanket-loving freak are you?
1	Because "Oh  for fuck's sake!" has so much more impact. And our generation likes to offend old people as deeply as possible.
1	And you didn't even make it a dick joke? I feel like I don't know you.
1	katrinaneufeld Does a French whore smell better or worse than ur down home Blackstone variety?
1	Fuck you! Learn to surf NA!
1	Online nakedness amuses me.  'Oh my god  he has nipples!  And skin!  He's a freak!'.
1	damn...wish I knew how to write script. I just did 9 and have 7 more to upgrade.
1	i dont care if its him or his ppl ... i care if its authorized or a poser squatting
1	I wanna butt fuck you. Cuz im a horny gremlin
1	Keep your damn hands off my @jgarber. We claimed him first!
1	He can be a nice guy  but he is such a dick when it comes to fabsubbing that it is ridiculous.
1	I'm going to watch him kick Count Adamar's ass and then it's off to feed the beast.
1	how so? It's more reasonable cause of the smaller age difference...plus Mikey's always sex deprived so he's a fucking animal.
1	I hate you.
1	Way to be a dick.
1	I'm giving you fair warning to hate; high of 73 on wednesday  78 on thurs
1	bitch ass hot sounds pretty crappy.
1	it's called shitty ass fuck shit sir
1	how about "bitchling pig  suckas!"
1	DEAD ASS?!?!?!?!?!
1	What shall we call this gang? Initiation rights must begin with downing a Fail Whale.
1	Yeah  those same ugly guys that do gay-for-pay. That's why I demand hot girl on girl action in my porn. Oh oh. Yeah.
1	What a fab site! I didn't see the cozy *snort* but I want the mermaid gloves! Damn I wish I'd paid attention to my Nana... xxx ooo
1	GOD. You HATE US  don't you  George?! ::runs away crying::
1	& @kmellon:  I'm 500 pages in AND at the day job.  Eat that dick.
1	motherfucker stop drinking Red Bull ADDICT! watch ulcers eat at your stomach lining bitch!
1	pffft you mean maybe you'll suck ass for her
1	are you off bitch? I want BM it's my best friend! Damn it....hey don't forget FullMoon Getogether tonight
1	Blow it out your rank ass  cunt face cock-choking bonsai whore beast. LET IT SNOW  LET IT SNOW  LETITSNOW.
1	you seem like a hater. or maybe you do it to piss people off. either way  fact is always good.
1	HUJIKHJKUILJKKJ Lmaoooooo. I cannot stand y'all asian ass ho's.
1	whats wrong with a monkey fuck? Lol i got my zippo fueled so no need of monkey fucks now lol
1	UR a Chicken Cyber Punk! When a French Man came to kick your Ass  U put your Hands in your pockets and Cry like a Pussy! LMAO
1	FAT WHALE U still Floating  Did not SINK Yet?
1	don't be all emo like that xD.
1	LOL! The out-of-town revelers are arriving early for NYE...Damn tourists
1	why would u say fat people are dumb?
1	damn I wish it was 1 here so my day would almost be over; btw that Wiley track is my fucking anthem...good looks
1	I AM SO UPSET RIGHT NOW IRL  GODDAMN YOU. I AM KEEPING HIM TIED TO THE BED AT NIGHT FROM NOW ON  FUCK YOU AND DAVROS.
1	damn homie where did you get that stat??
1	if you were black  that last one would be so damn racist
1	fuck you  dude. it is more than amazing.
1	oh word? Back to the old photo? You green ass backdrop mother fucker!
1	"If you not on twitter you're a fucking moron" I agree
1	I will cut you in the mouth bitch!
1	I'm a shoe slut; Gee's a jacket slut; we're just all a bunch of sluts xD
1	he's a total loser spending his last howard stern money on internet sex
1	whos? ima slap the bitch.
1	too late  I am skipping town bitch! (gets on express train)
1	Bey going to get her ass whipped!
1	mate u know there are french umbracians out there cg09 u may get ur ass whupped :-}
1	are you just acting like a dick now?
1	bitch you wish.
1	you left me for a slut named kasumi.
1	WTF! Why did you not pick up your phone yet a mother fuckin gain! Are you trying to tell me something? I called you twice damn it
1	Fuck them!
1	You ruin fucking everything.
1	hehe "fucking shift" ... never heard of it in six months..... u get to fuck in da shift?
1	i used to have night shift @ IBM..... but alas without fucking.....
1	Finally made it out.I hate being a procrastinator.&#58382;
1	dam..she cold and she cold in live..by any means necessary you gotta do what you gotta do except for hate of course..lol
1	i really hate that song but thats like equivalent to "fuck them other niggas" to the 40 and up crowd
1	i give up fuck aim. ill ttyl.
1	Fuck off naturally as opposed to artificially?
1	nigga fuck put a Lil gin in it a drink dat shit son fuck 08
1	Dam Right. Fuck em
1	fucking stupid chat people are fucking idiots! Read what I said so I don't have to repeat myself five fucking times!
1	I'M THE JUGGERNAUT  BITCH!
1	yooozers 20 442 damn homie!!!
1	 apologizing for overactive hormones SUCKS.
1	Ya know  you can take full credit for memeing @evo_terra's cock-measuring fetish. I won't argue.
1	I brought Prussia back  bitch.
1	dude.. That idea is upgrade as fuck. (btw  my phone finally added "fuck" to the vocab list.. THAT is upgrade as fuck.)
1	I hate the fucking CTA. Fuckin' idiots.
1	QuantumOfSuck is a wannabe Transporter 3...
1	haha nah he didn't do anything I was talking about guys in general particularly a guy friend though and he was being a dick to  ...
1	awz cum ova
1	You did not come off as a bitch.  At least  you definitely weren't as bitchy as I thought I was being.  I've gotten upset now too
1	argh fucking motherfuckers!!!!='(((( I can't believe it dude the place is legendary...how dare they..
1	yuck... that is going to take a long ass time...
1	shut the fuck up LOL. I wanted to take a pic so bad but it would have been obvious. My mom wanted the hat. I just tried it on haha
1	my trainer likes to play games when I'm on the treadmill. He'll move the speed up and down up and down just to fuck with me
1	LOL well it's funny as hell they got two fat asses trying to fit threw some small holes.
1	big mistake. we gotta even it out. who da fuck else is in!
1	shut ur ass up! u woulda been wondering the same thing lol. done rehearsing 4da night & planning 2knock out...right about.....now
1	shut ur bitch ass up! OBVIOUSLY its not the same but its not like her name is spelt out as Eveyln dumbass.
1	YOUR A WHORE!
1	@petie_martin...shondor shabbos  that's what...shut the fuck up  donnie
1	Hell  I'm upset they allow him to get near a fucking camcorder  let alone direct anything. He'd fuck up a 3rd grade play.
1	 i can see the revolting illegal avatar now :) tempted to make my pussy misbehave in sympathy
1	fuck that!
1	he is a HUGE POSER! I want Toyboy back!
1	YAY OR NAY OR GAY?
1	a pussy snow
1	epic fail meaning it sucks? Hopefully
1	wat a fag....
1	wat a fag....
1	 pig 100% pig
1	how did you meet dad BITCH!
1	do you use the term fuck on a stick
1	DAMN I wish I wasn't in college!
1	This holiday is to celebrate a man nailed to a board. I want you to be MERRY about it. Why are you crying? DON"T FUCKING CRY!
1	Yeah  me too.  If this damn twitter wasn't around  I'd be much more productive.
1	damn iPhone keyboard. I find it astonishing that even in this era of social networking you can still be alone on a crowd
1	last nights Top Gear had V8 powered rocking chair = Fail. And Jeremy is gay.
1	sadly true - mens lifestyle walks a fine line between britneys bits  and articles about pectoral development for gay guys...
1	Why would gay marriage "change the basic structures" of your family life? It neither picks your pocket  not breaks your leg
1	Would it piss off Bill O'Reilly if I wished you a Merry Xmas and Happy Holidays?  I'm willing to give it a shot!
1	i was excited about seeing that until i remembered itv have the fa cup rights. god i hate itv
1	Yeah... sucks.. But yo  I tried to go to your webpage link but it dont work? And wut school u go to? Howard?
1	- hahaha .. you're silly! but dayum it's 10:22AM and i'm still kinda limping from my hip hurting THAT badly .. it sucks!
1	i know you got some bama ass shit on your ipod somewhere... some Pastor Troy or something lol.
1	It is totally rad  I assure you. But being a loser with no life outside the internet  few people ought to see you in it. ^__^
1	Wow  that sucks!
1	cool. But that fireplace looks totaly gay.
1	What!? Oh  that sucks!
1	I hate that  just finished round 4 of rough revisions for a client... can't they just be clear and concise at the get go?
1	How would they define failure anyway? People giving up and going back to reruns of The Biggest Loser?
1	I ran a 300 customer hosting company for years on Apache.  I know how to set it up.  It still sucks ass.
1	the early word is the spirit sucks... hard.  i'm a big fan of the eisner comics  but frank miller's take looks a little... meh.
1	damn that's fucked up Hawthorne is out of the way
1	And boycott that fucking bar if they don't carry it!
1	ugh  fuck the chargers!
1	haha  that's ghey. Tell them it sucks balls and they need a real designer.
1	Well good god damn.
1	i hate when i miss mac chats! grrr
1	there should be pictures of him at fucking otaku's cosplay section
1	all i heard for the last 2 hours was WHORE WHORE WHORE SLUT WHORE WHORE OH MY GOD WHORE WHORE
1	I heard it sucks... What do you think so far?
1	All those people who hate Hillary are the same ones who voted for her husband and loved her before Obama.  Just seems strange.
1	enjoyed reading your article ! shame I have such a bitch for a boss ;-)
1	you  dear sister  are a freak. this heat sucks.
1	I hate that entire area of new york.
1	I've been getting a lot of that Which sucks  cause I really need a job.I did get a random check from an old job for 100$ today though
1	aye  it sucks when you end up in that situation where you don't know what to do book learnin' is anti fucked. imo.
1	bitch you love me!
1	bitch better save me one!
1	OKAY... HE'S GAY ;)
1	Damn. Didn't see that one coming. I must be getting old. &lt;3 U 2  btw.
1	beast my pussy  bitch. LMAO...that's creepy.
1	follow me  you jackass. i hate you sometimes.
1	ahh damn it: Action 12.1.5.0 of Microsoft.SharePoint.Upgrade.SPSearchDatabaseSequence failed. and i didn't snap shot my VM DOH!
1	dude that sucks. On NYE nonetheless. Got a sore throat myself  hoping it's not strep. :-(
1	I remember when being snippy just meant I was trying to piss someone off... am I showing my age? :)
1	pls do....i was gon call molly maids up in this piece. i hate cleanin with a passion so early spring cleanin is some mf'in bull
1	hotel town whore is in the bed riding ol boy that treated her like shit and the freaky cop walks in the room
1	awww damn yeah....that really sucks!
1	lmao damn! thats all I can muster...
1	stop hating on the tube...its this damn censorship thats pissing me off more
1	bitch was craaaaaaaazzzzzzzzzzy!
1	Cuz u wanna fuck ricky martin
1	nasty ass bishes
1	u in a good mood souljaboy why u in a good mood oh n i luv ur new song 'damn ' like it hit   me bac
1	id die if he was super antsy i wanna request vacation and know when my shows r damn it first series anyway
1	I hate you .. why can't I go to Vegas ?
1	Ech! LOL....if it was me  I would wash the sweats at least twice...then again I hate bugs!
1	is het -5?! fuck..
1	THANK YOU! Beautifully worded. I'm so fucking sick of people just hating for hating. Everyone think they're so deep these days.
1	now who's the fucking hipster?As if you not dig Kanye! @dianor heyyy how you doin' @noarmsjames the man has great beats+lyrics
1	they don't use Euros yet? damn lol
1	It could be pig's lips from a garbage bag! Perk up  buttercup!
1	if you actually are a vicious ass koala bear  better to find out now than later. or else you might get confused.
1	Considering half of my fucking company has been laid off this morning  "MY BAD DAWG" might be appropriate
1	this job would be great if it wasnt for the fucking customers
1	HOLY FUCKING SHIT!!!!!!!!!!
1	I hate having to work ALL the time :)
1	I would have laughed so damn hard.
1	Damn! I need 2 get my pole game where that chicks is....um  but 1st Ima need SOME pole game 2 start with! LMAO!
1	 i kicked ur ass on balloono A.K.A the bommer man thing i was lameguest(bunch of numbers)
1	aww damn now u know how much your Christmas present was *sobs*
1	I like some of the features it has over Twitteriffic. But it takes up way too much screen real estate. And AIR sucks.
1	fuck...  lemme know if you'd like to work at criagslist
1	and leave ur ass hardly call until they want to re up on your ass. Sometimes they dont even stay 15 min & out!
1	ditto bitch!
1	Fuck mod_Ella.....http://tinyurl.com/5hdbje
1	who are you? oh uhmmmm HAPPY BIRTHDAY YOU FRENCH WHORE! @ClarissssssA Bed time last time im telling you &lt;33333333 gots thats  ...
1	I read WP as WordPress but damn that is hilarious.
1	Ah  so it was tough to hear about over and over... That sucks man. Sure its been tough.
1	um  coz you're awesome? and on another note...yo gabba gabba is fucking disturbing
1	*giggles and cuddles* Its some kids show...that is disturbing as FUCK.
1	Isn't any way you file taxes the gay way?
